ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,content,rating_count,average_rating,weighted_rating
0312952716,A Simple Plan,Scott Smith,1994,St. Martin's Press,http://images.amazon.com/images/P/0312952716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312952716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312952716.01.LZZZZZZZ.jpg,A Simple Plan Scott Smith St. Martin's Press,20,8.25,8.049271945741738
0312966091,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312966091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312966091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312966091.01.LZZZZZZZ.jpg,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel) Janet Evanovich St. Martin's Paperbacks,84,8.202380952380953,8.134335363746823
0380807343,Coraline,Neil Gaiman,2003,HarperTrophy,http://images.amazon.com/images/P/0380807343.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380807343.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380807343.01.LZZZZZZZ.jpg,Coraline Neil Gaiman HarperTrophy,22,8.045454545454545,7.951687567373083
0380813815,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,2003,Perennial,http://images.amazon.com/images/P/0380813815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380813815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380813815.01.LZZZZZZZ.jpg,"Lamb : The Gospel According to Biff, Christ's Childhood Pal Christopher Moore Perennial",49,8.775510204081632,8.506824316372022
039480001X,The Cat in the Hat,Dr. Seuss,1957,Random House Books for Young Readers,http://images.amazon.com/images/P/039480001X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039480001X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039480001X.01.LZZZZZZZ.jpg,The Cat in the Hat Dr. Seuss Random House Books for Young Readers,21,9.142857142857142,8.51148482511389
0440222656,The Horse Whisperer,Nicholas Evans,1996,Dell,http://images.amazon.com/images/P/0440222656.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440222656.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440222656.01.LZZZZZZZ.jpg,The Horse Whisperer Nicholas Evans Dell,96,7.5,7.560093774393703
0440487617,A Wind in the Door,Madeleine L'Engle,1974,Yearling Books,http://images.amazon.com/images/P/0440487617.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440487617.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440487617.01.LZZZZZZZ.jpg,A Wind in the Door Madeleine L'Engle Yearling Books,24,8.291666666666666,8.09024722340158
0440498058,A Wrinkle In Time,MADELEINE L'ENGLE,1998,Yearling,http://images.amazon.com/images/P/0440498058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440498058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440498058.01.LZZZZZZZ.jpg,A Wrinkle In Time MADELEINE L'ENGLE Yearling,55,8.8,8.546278371062261
0441003257,Good Omens,Neil Gaiman,1996,Ace Books,http://images.amazon.com/images/P/0441003257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.LZZZZZZZ.jpg,Good Omens Neil Gaiman Ace Books,49,8.346938775510203,8.202476490285065
0553274325,Johnny Got His Gun,Dalton Trumbo,1983,Bantam Books,http://images.amazon.com/images/P/0553274325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553274325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553274325.01.LZZZZZZZ.jpg,Johnny Got His Gun Dalton Trumbo Bantam Books,14,9.428571428571429,8.499143465578515
0553560247,Dying for Chocolate (Culinary Mysteries (Paperback)),DIANE MOTT DAVIDSON,1993,Bantam,http://images.amazon.com/images/P/0553560247.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553560247.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553560247.01.LZZZZZZZ.jpg,Dying for Chocolate (Culinary Mysteries (Paperback)) DIANE MOTT DAVIDSON Bantam,29,7.620689655172414,7.713691384278969
0670894605,The Secret Life of Bees,Sue Monk Kidd,2002,Viking Books,http://images.amazon.com/images/P/0670894605.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670894605.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670894605.01.LZZZZZZZ.jpg,The Secret Life of Bees Sue Monk Kidd Viking Books,36,8.75,8.428051389815527
0786817070,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,Miramax Kids,http://images.amazon.com/images/P/0786817070.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786817070.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786817070.01.LZZZZZZZ.jpg,"Artemis Fowl (Artemis Fowl, Book 1) Eoin Colfer Miramax Kids",54,7.574074074074074,7.648255105806346
0786869216,The Pleasure of My Company: A Novel,Steve Martin,2003,Hyperion,http://images.amazon.com/images/P/0786869216.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786869216.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786869216.01.LZZZZZZZ.jpg,The Pleasure of My Company: A Novel Steve Martin Hyperion,16,8.125,7.971413273046375
0786885688,Shopgirl,Steve Martin,2001,Hyperion,http://images.amazon.com/images/P/0786885688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786885688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786885688.01.LZZZZZZZ.jpg,Shopgirl Steve Martin Hyperion,51,7.1568627450980395,7.351702504643233
0807083054,Kindred (Black Women Writers Series),Octavia Butler,1988,Beacon Press,http://images.amazon.com/images/P/0807083054.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0807083054.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0807083054.01.LZZZZZZZ.jpg,Kindred (Black Women Writers Series) Octavia Butler Beacon Press,14,8.571428571428571,8.146202289107926
0836218655,Wiener Dog Art,Gary Larson,1990,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836218655.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836218655.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836218655.01.LZZZZZZZ.jpg,Wiener Dog Art Gary Larson Andrews McMeel Publishing,16,8.1875,7.9991910508241535
0060936231,Soul Mountain,Gao Xingjian,2001,Perennial,http://images.amazon.com/images/P/0060936231.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060936231.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060936231.01.LZZZZZZZ.jpg,Soul Mountain Gao Xingjian Perennial,18,6.888888888888889,7.393970469201829
0380710218,Postmortem,Patricia Daniels Cornwell,1993,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380710218.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380710218.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380710218.01.LZZZZZZZ.jpg,Postmortem Patricia Daniels Cornwell Harper Mass Market Paperbacks (Mm),48,8.020833333333334,7.970159968083376
0380717018,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1992,Avon,http://images.amazon.com/images/P/0380717018.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380717018.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380717018.01.LZZZZZZZ.jpg,Body of Evidence (Kay Scarpetta Mysteries (Paperback)) Patricia D. Cornwell Avon,40,7.7,7.749514630494492
0380730820,Jupiter's Bones : A Peter Decker/Rina Lazarus Novel (Peter Decker & Rina Lazarus Novels (Paperback)),Faye Kellerman,2000,Avon,http://images.amazon.com/images/P/0380730820.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380730820.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380730820.01.LZZZZZZZ.jpg,Jupiter's Bones : A Peter Decker/Rina Lazarus Novel (Peter Decker & Rina Lazarus Novels (Paperback)) Faye Kellerman Avon,15,7.533333333333333,7.7134536522762716
0385424728,The Chamber,John Grisham,1994,Doubleday Books,http://images.amazon.com/images/P/0385424728.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385424728.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385424728.01.LZZZZZZZ.jpg,The Chamber John Grisham Doubleday Books,41,7.512195121951219,7.622473407043762
0425163385,The Night Crew,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425163385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425163385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425163385.01.LZZZZZZZ.jpg,The Night Crew John Sandford Berkley Publishing Group,21,7.571428571428571,7.706606776333403
0440236169,Birdman,Mo Hayder,2000,Dell Publishing Company,http://images.amazon.com/images/P/0440236169.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440236169.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440236169.01.LZZZZZZZ.jpg,Birdman Mo Hayder Dell Publishing Company,17,7.882352941176471,7.864077779180258
0446667900,A Darkness More Than Night,Michael Connelly,2002,Warner Vision,http://images.amazon.com/images/P/0446667900.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446667900.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446667900.01.LZZZZZZZ.jpg,A Darkness More Than Night Michael Connelly Warner Vision,33,7.454545454545454,7.603224109993764
0553284789,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1990,Bantam,http://images.amazon.com/images/P/0553284789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553284789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553284789.01.LZZZZZZZ.jpg,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)) Sue Grafton Bantam,47,7.851063829787234,7.8503116093980525
0671011375,Death du Jour,Kathy Reichs,2000,Pocket,http://images.amazon.com/images/P/0671011375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671011375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671011375.01.LZZZZZZZ.jpg,Death du Jour Kathy Reichs Pocket,30,7.8,7.81941755659339
0805036377,M Is for Malice (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,1996,Henry Holt & Company,http://images.amazon.com/images/P/0805036377.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805036377.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805036377.01.LZZZZZZZ.jpg,M Is for Malice (Kinsey Millhone Mysteries (Hardcover)) Sue Grafton Henry Holt & Company,19,7.526315789473684,7.691560969991526
0330267388,"Life,the Universe and Everything",Douglas Adams,0,Pan Books Ltd,http://images.amazon.com/images/P/0330267388.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330267388.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330267388.01.LZZZZZZZ.jpg,"Life,the Universe and Everything Douglas Adams Pan Books Ltd",20,8.7,8.274271945741738
0684853523,On Writing,Stephen King,2000,Scribner,http://images.amazon.com/images/P/0684853523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684853523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684853523.01.LZZZZZZZ.jpg,On Writing Stephen King Scribner,26,7.961538461538462,7.912410387601511
0684872153,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999,Scribner,http://images.amazon.com/images/P/0684872153.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684872153.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684872153.01.LZZZZZZZ.jpg,Angela's Ashes (MMP) : A Memoir Frank McCourt Scribner,81,7.987654320987654,7.960107701283857
0553560735,Red Mars (Mars Trilogy),Kim Stanley Robinson,1993,Bantam,http://images.amazon.com/images/P/0553560735.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553560735.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553560735.01.LZZZZZZZ.jpg,Red Mars (Mars Trilogy) Kim Stanley Robinson Bantam,14,8.357142857142858,8.05796699499028
0316284955,White Oleander : A Novel (Oprah's Book Club),Janet Fitch,2000,Back Bay Books,http://images.amazon.com/images/P/0316284955.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316284955.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316284955.01.LZZZZZZZ.jpg,White Oleander : A Novel (Oprah's Book Club) Janet Fitch Back Bay Books,112,7.901785714285714,7.893718771436891
0385722206,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,2002,Anchor,http://images.amazon.com/images/P/0385722206.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385722206.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385722206.01.LZZZZZZZ.jpg,Balzac and the Little Chinese Seamstress : A Novel DAI SIJIE Anchor,97,8.030927835051546,7.9997510925612785
0670865796,The Deep End of the Ocean (Oprah's Book Club (Hardcover)),Jacquelyn Mitchard,1996,Penguin USA,http://images.amazon.com/images/P/0670865796.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670865796.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670865796.01.LZZZZZZZ.jpg,The Deep End of the Ocean (Oprah's Book Club (Hardcover)) Jacquelyn Mitchard Penguin USA,31,7.903225806451613,7.881781918228814
0684853507,BAG OF BONES : A NOVEL,Stephen King,1998,Scribner,http://images.amazon.com/images/P/0684853507.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684853507.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684853507.01.LZZZZZZZ.jpg,BAG OF BONES : A NOVEL Stephen King Scribner,34,8.323529411764707,8.147608848697583
0061020710,The Color of Magic,Terry Pratchett,2000,HarperTorch,http://images.amazon.com/images/P/0061020710.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061020710.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061020710.01.LZZZZZZZ.jpg,The Color of Magic Terry Pratchett HarperTorch,25,7.2,7.488241729548211
0140265686,Out to Canaan (The Mitford Years),Jan Karon,1998,Viking Books,http://images.amazon.com/images/P/0140265686.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140265686.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140265686.01.LZZZZZZZ.jpg,Out to Canaan (The Mitford Years) Jan Karon Viking Books,22,8.045454545454545,7.951687567373083
0142004278,Big Fish,Daniel Wallace,2003,Penguin USA (Paper),http://images.amazon.com/images/P/0142004278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142004278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142004278.01.LZZZZZZZ.jpg,Big Fish Daniel Wallace Penguin USA (Paper),15,6.933333333333334,7.456310795133414
0312306326,Visions of Sugar Plums,Janet Evanovich,2002,St. Martin's Press,http://images.amazon.com/images/P/0312306326.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312306326.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312306326.01.LZZZZZZZ.jpg,Visions of Sugar Plums Janet Evanovich St. Martin's Press,48,7.291666666666667,7.455454085730434
0312979096,Now You See Me,Tina Wainscott,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312979096.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312979096.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312979096.01.LZZZZZZZ.jpg,Now You See Me Tina Wainscott St. Martin's Paperbacks,26,7.884615384615385,7.868932126731946
0345436911,The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,2001,Ballantine Books,http://images.amazon.com/images/P/0345436911.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345436911.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345436911.01.LZZZZZZZ.jpg,The Dress Lodger (Ballantine Reader's Circle) Sheri Holman Ballantine Books,40,7.5,7.616181297161159
0345445848,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),Adriana Trigiani,2002,Ballantine Books,http://images.amazon.com/images/P/0345445848.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345445848.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345445848.01.LZZZZZZZ.jpg,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle) Adriana Trigiani Ballantine Books,37,7.702702702702703,7.753875049643325
0380792745,The Lust Lizard of Melancholy Cove,Christopher Moore,2000,Perennial,http://images.amazon.com/images/P/0380792745.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380792745.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380792745.01.LZZZZZZZ.jpg,The Lust Lizard of Melancholy Cove Christopher Moore Perennial,19,7.684210526315789,7.768484046914603
0380978415,"Fluke : Or, I Know Why the Winged Whale Sings",Christopher Moore,2003,William Morrow & Company,http://images.amazon.com/images/P/0380978415.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380978415.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380978415.01.LZZZZZZZ.jpg,"Fluke : Or, I Know Why the Winged Whale Sings Christopher Moore William Morrow & Company",22,8.636363636363637,8.261211376896894
0425192725,Q Is for Quarry,Sue Grafton,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425192725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425192725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425192725.01.LZZZZZZZ.jpg,Q Is for Quarry Sue Grafton Berkley Publishing Group,40,7.875,7.866181297161159
0440212561,Outlander,DIANA GABALDON,1992,Dell,http://images.amazon.com/images/P/0440212561.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440212561.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440212561.01.LZZZZZZZ.jpg,Outlander DIANA GABALDON Dell,73,8.657534246575343,8.483557826125478
0451179285,The Stand: The Complete & Uncut Edition,Stephen King,1994,New Amer Library,http://images.amazon.com/images/P/0451179285.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451179285.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451179285.01.LZZZZZZZ.jpg,The Stand: The Complete & Uncut Edition Stephen King New Amer Library,16,8.875,8.304746606379709
0451197399,The Ballad of Frankie Silver,Sharyn McCrumb,1999,Signet Book,http://images.amazon.com/images/P/0451197399.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451197399.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451197399.01.LZZZZZZZ.jpg,The Ballad of Frankie Silver Sharyn McCrumb Signet Book,21,8.047619047619047,7.950509215357793
055356773X,The Cereal Murders,Diane Mott Davidson,1994,Crimeline,http://images.amazon.com/images/P/055356773X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055356773X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055356773X.01.LZZZZZZZ.jpg,The Cereal Murders Diane Mott Davidson Crimeline,19,7.7368421052631575,7.794125072555628
060980619X,God Save the Sweet Potato Queens,JILL CONNER BROWNE,2001,Three Rivers Press,http://images.amazon.com/images/P/060980619X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/060980619X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/060980619X.01.LZZZZZZZ.jpg,God Save the Sweet Potato Queens JILL CONNER BROWNE Three Rivers Press,16,7.75,7.804746606379709
0767905385,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,2000,Broadway,http://images.amazon.com/images/P/0767905385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767905385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767905385.01.LZZZZZZZ.jpg,Catch Me If You Can: The True Story of a Real Fake Stan Redding Broadway,50,7.86,7.856726826138136
0805062971,Fight Club,Chuck Palahniuk,1999,Owl Books,http://images.amazon.com/images/P/0805062971.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805062971.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805062971.01.LZZZZZZZ.jpg,Fight Club Chuck Palahniuk Owl Books,30,8.5,8.23941755659339
0836218051,The Essential Calvin and Hobbes,Bill Watterson,1988,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836218051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836218051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836218051.01.LZZZZZZZ.jpg,The Essential Calvin and Hobbes Bill Watterson Andrews McMeel Publishing,16,9.25,8.471413273046375
1400031362,Morality for Beautiful Girls (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor,http://images.amazon.com/images/P/1400031362.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400031362.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400031362.01.LZZZZZZZ.jpg,Morality for Beautiful Girls (No.1 Ladies Detective Agency) Alexander McCall Smith Anchor,41,8.609756097560975,8.360178325076548
0060199652,Prodigal Summer,Barbara Kingsolver,2000,HarperCollins,http://images.amazon.com/images/P/0060199652.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060199652.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060199652.01.LZZZZZZZ.jpg,Prodigal Summer Barbara Kingsolver HarperCollins,38,8.368421052631579,8.189153066028783
0061097101,The Saving Graces: A Novel,Patricia Gaffney,2000,HarperTorch,http://images.amazon.com/images/P/0061097101.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061097101.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061097101.01.LZZZZZZZ.jpg,The Saving Graces: A Novel Patricia Gaffney HarperTorch,54,7.7592592592592595,7.783390240941481
0316693324,When the Wind Blows,James Patterson,1998,Replica Books,http://images.amazon.com/images/P/0316693324.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693324.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693324.01.LZZZZZZZ.jpg,When the Wind Blows James Patterson Replica Books,17,7.411764705882353,7.647861562964042
0375412530,Back When We Were Grownups: A Novel,ANNE TYLER,2001,Knopf,http://images.amazon.com/images/P/0375412530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375412530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375412530.01.LZZZZZZZ.jpg,Back When We Were Grownups: A Novel ANNE TYLER Knopf,31,7.064516129032258,7.371977996660187
0385413041,Beach Music,PAT CONROY,1995,Nan A. Talese,http://images.amazon.com/images/P/0385413041.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385413041.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385413041.01.LZZZZZZZ.jpg,Beach Music PAT CONROY Nan A. Talese,15,7.8,7.827739366561985
0440224594,The Return Journey,MAEVE BINCHY,1999,Dell,http://images.amazon.com/images/P/0440224594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224594.01.LZZZZZZZ.jpg,The Return Journey MAEVE BINCHY Dell,30,7.0,7.339417556593391
0446600474,Season of the Machete,James Patterson,1995,Warner Books,http://images.amazon.com/images/P/0446600474.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446600474.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446600474.01.LZZZZZZZ.jpg,Season of the Machete James Patterson Warner Books,19,6.631578947368421,7.25566353409409
0446613266,Four Blind Mice,James Patterson,2003,Warner Books,http://images.amazon.com/images/P/0446613266.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446613266.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446613266.01.LZZZZZZZ.jpg,Four Blind Mice James Patterson Warner Books,34,8.058823529411764,7.980942182030917
0451188489,A Maiden's Grave,Jeff Deaver,1996,Signet Book,http://images.amazon.com/images/P/0451188489.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451188489.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451188489.01.LZZZZZZZ.jpg,A Maiden's Grave Jeff Deaver Signet Book,20,7.3,7.574271945741738
0670032379,The Secret Life of Bees,Sue Monk Kidd,2002,Viking Books,http://images.amazon.com/images/P/0670032379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670032379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670032379.01.LZZZZZZZ.jpg,The Secret Life of Bees Sue Monk Kidd Viking Books,26,8.692307692307692,8.32545386586238
0671693816,Wifey,Judy Blume,1989,Pocket,http://images.amazon.com/images/P/0671693816.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671693816.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671693816.01.LZZZZZZZ.jpg,Wifey Judy Blume Pocket,45,6.844444444444444,7.153398120456455
0671727583,Smart Women,Judy Blume,1990,Pocket Books,http://images.amazon.com/images/P/0671727583.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671727583.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671727583.01.LZZZZZZZ.jpg,Smart Women Judy Blume Pocket Books,24,6.75,7.249338132492489
0767900383,Under the Tuscan Sun,Frances Mayes,1997,Broadway,http://images.amazon.com/images/P/0767900383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767900383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767900383.01.LZZZZZZZ.jpg,Under the Tuscan Sun Frances Mayes Broadway,54,7.37037037037037,7.499606457157697
0804114609,Patty Jane's House of Curl,Lorna Landvik,1999,Ivy Books,http://images.amazon.com/images/P/0804114609.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804114609.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804114609.01.LZZZZZZZ.jpg,Patty Jane's House of Curl Lorna Landvik Ivy Books,20,8.2,8.024271945741738
0812967240,It's My F---ing Birthday : A Novel,MERRILL MARKOE,2002,Villard,http://images.amazon.com/images/P/0812967240.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812967240.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812967240.01.LZZZZZZZ.jpg,It's My F---ing Birthday : A Novel MERRILL MARKOE Villard,26,6.923076923076923,7.3254538658623805
1558746226,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998,Health Communications,http://images.amazon.com/images/P/1558746226.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558746226.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558746226.01.LZZZZZZZ.jpg,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series) Jack Canfield Health Communications,21,7.761904761904762,7.804167751943159
0312983271,Full House (Janet Evanovich's Full Series),Janet Evanovich,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312983271.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312983271.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312983271.01.LZZZZZZZ.jpg,Full House (Janet Evanovich's Full Series) Janet Evanovich St. Martin's Paperbacks,81,7.074074074074074,7.227434433957125
031298328X,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/031298328X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031298328X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031298328X.01.LZZZZZZZ.jpg,Full Tilt (Janet Evanovich's Full Series) Janet Evanovich St. Martin's Paperbacks,43,6.604651162790698,6.999537743328087
